,player type,player,result
666,player q learn attempt,0,lose challange
667,"smart 2: 0, 0.5",1,lose challange
668,player q learn attempt,0,lose game
669,"smart 2: 1, 0.6",3,win challange
670,"smart 2: 1, 0.6",3,self lose challange
671,"smart 2: 4, 0.7",2,win challange
672,"smart 2: 4, 0.7",2,self lose challange
673,"smart 2: 1, 0.6",3,self lose challange
674,"smart 2: 4, 0.7",2,lose challange
675,"smart 2: 1, 0.6",3,self lose challange
676,"smart 2: 0, 0.5",1,win challange
677,player q learn attempt,0,win challange
678,"smart 2: 0, 0.5",1,lose challange
679,player q learn attempt,0,lose challange
680,player q learn attempt,0,lose challange
681,"smart 2: 1, 0.6",3,self lose challange
682,player q learn attempt,0,lose challange
683,"smart 2: 1, 0.6",3,win challange
684,player q learn attempt,0,lose game
685,"smart 2: 0, 0.5",1,lose challange
686,"smart 2: 4, 0.7",2,lose challange
687,"smart 2: 0, 0.5",1,lose challange
688,"smart 2: 0, 0.5",1,win challange
689,player q learn attempt,0,win challange
690,"smart 2: 1, 0.6",3,lose challange
691,"smart 2: 1, 0.6",3,win challange
692,player q learn attempt,0,lose challange
693,"smart 2: 0, 0.5",1,self lose challange
694,player q learn attempt,0,lose challange
695,player q learn attempt,0,lose challange
696,player q learn attempt,0,lose challange
697,player q learn attempt,0,lose game
698,"smart 2: 0, 0.5",1,self lose challange
699,"smart 2: 4, 0.7",2,self lose challange
700,"smart 2: 0, 0.5",1,lose challange
701,"smart 2: 1, 0.6",3,self lose challange
702,"smart 2: 4, 0.7",2,self lose challange
703,"smart 2: 1, 0.6",3,lose challange
704,"smart 2: 4, 0.7",2,self lose challange
705,"smart 2: 1, 0.6",3,lose challange
706,"smart 2: 0, 0.5",1,self lose game
707,"smart 2: 4, 0.7",2,win challange
708,player q learn attempt,0,win challange
709,player q learn attempt,0,lose challange
710,player q learn attempt,0,lose challange
711,"smart 2: 1, 0.6",3,self lose challange
712,player q learn attempt,0,lose challange
713,player q learn attempt,0,lose game
714,"smart 2: 1, 0.6",3,self lose challange
715,"smart 2: 1, 0.6",3,win challange
716,"smart 2: 0, 0.5",1,lose challange
717,"smart 2: 0, 0.5",1,win challange
718,"smart 2: 4, 0.7",2,self lose challange
719,"smart 2: 0, 0.5",1,lose challange
720,"smart 2: 0, 0.5",1,lose challange
721,"smart 2: 0, 0.5",1,win challange
722,player q learn attempt,0,lose challange
723,"smart 2: 0, 0.5",1,lose challange
724,player q learn attempt,0,lose challange
725,"smart 2: 1, 0.6",3,self lose challange
726,player q learn attempt,0,lose challange
727,"smart 2: 0, 0.5",1,self lose game
728,player q learn attempt,0,lose game
729,"smart 2: 4, 0.7",2,self lose challange
730,"smart 2: 1, 0.6",3,lose challange
731,"smart 2: 1, 0.6",3,self lose challange
732,"smart 2: 1, 0.6",3,win challange
733,"smart 2: 0, 0.5",1,lose challange
734,player q learn attempt,0,lose challange
735,player q learn attempt,0,lose challange
736,player q learn attempt,0,lose challange
737,"smart 2: 1, 0.6",3,self lose challange
738,"smart 2: 4, 0.7",2,lose challange
739,player q learn attempt,0,lose game
740,"smart 2: 1, 0.6",3,self lose challange
741,"smart 2: 0, 0.5",1,self lose challange
742,"smart 2: 1, 0.6",3,self lose challange
743,"smart 2: 1, 0.6",3,lose game
744,"smart 2: 0, 0.5",1,win challange
745,"smart 2: 0, 0.5",1,self lose challange
746,"smart 2: 1, 0.6",3,lose challange
747,player q learn attempt,0,lose challange
748,player q learn attempt,0,lose challange
749,"smart 2: 0, 0.5",1,lose challange
750,player q learn attempt,0,lose challange
751,"smart 2: 0, 0.5",1,win challange
752,player q learn attempt,0,lose game
753,"smart 2: 1, 0.6",3,lose challange
754,"smart 2: 1, 0.6",3,self lose challange
755,"smart 2: 4, 0.7",2,self lose challange
756,"smart 2: 0, 0.5",1,lose challange
757,"smart 2: 4, 0.7",2,self lose challange
758,"smart 2: 0, 0.5",1,self lose challange
759,"smart 2: 4, 0.7",2,self lose challange
760,"smart 2: 4, 0.7",2,win challange
761,"smart 2: 0, 0.5",1,self lose challange
762,player q learn attempt,0,lose challange
763,player q learn attempt,0,win challange
764,player q learn attempt,0,lose challange
765,player q learn attempt,0,lose challange
766,player q learn attempt,0,self lose game
767,"smart 2: 1, 0.6",3,lose challange
768,"smart 2: 0, 0.5",1,self lose challange
769,"smart 2: 4, 0.7",2,self lose challange
770,"smart 2: 0, 0.5",1,self lose challange
771,"smart 2: 0, 0.5",1,lose game
772,"smart 2: 4, 0.7",2,self lose challange
773,"smart 2: 1, 0.6",3,self lose challange
774,"smart 2: 4, 0.7",2,self lose challange
775,"smart 2: 4, 0.7",2,win challange
776,"smart 2: 0, 0.5",1,lose challange
777,player q learn attempt,0,lose challange
778,"smart 2: 0, 0.5",1,lose challange
779,"smart 2: 0, 0.5",1,win challange
780,player q learn attempt,0,win challange
781,player q learn attempt,0,lose challange
782,"smart 2: 1, 0.6",3,lose challange
783,"smart 2: 0, 0.5",1,lose challange
784,"smart 2: 4, 0.7",2,lose challange
785,"smart 2: 0, 0.5",1,lose challange
786,player q learn attempt,0,lose challange
787,"smart 2: 1, 0.6",3,self lose challange
788,"smart 2: 4, 0.7",2,lose challange
789,"smart 2: 0, 0.5",1,win challange
790,player q learn attempt,0,lose challange
791,player q learn attempt,0,lose challange
792,player q learn attempt,0,lose game
793,"smart 2: 1, 0.6",3,win challange
794,"smart 2: 0, 0.5",1,lose challange
795,player q learn attempt,0,lose challange
796,player q learn attempt,0,lose challange
797,"smart 2: 1, 0.6",3,self lose challange
798,player q learn attempt,0,lose challange
799,player q learn attempt,0,lose game
800,"smart 2: 0, 0.5",1,lose challange
801,"smart 2: 1, 0.6",3,lose challange
802,"smart 2: 4, 0.7",2,self lose challange
803,"smart 2: 1, 0.6",3,self lose challange
804,"smart 2: 1, 0.6",3,lose game
805,"smart 2: 0, 0.5",1,self lose challange
806,"smart 2: 4, 0.7",2,self lose challange
807,"smart 2: 4, 0.7",2,self lose challange
808,"smart 2: 0, 0.5",1,win challange
809,"smart 2: 0, 0.5",1,win challange
810,player q learn attempt,0,lose challange
811,player q learn attempt,0,lose challange
812,"smart 2: 0, 0.5",1,lose challange
813,"smart 2: 4, 0.7",2,self lose challange
814,player q learn attempt,0,lose challange
815,player q learn attempt,0,lose game
816,"smart 2: 0, 0.5",1,self lose challange
817,"smart 2: 4, 0.7",2,lose challange
818,"smart 2: 1, 0.6",3,self lose challange
819,"smart 2: 1, 0.6",3,self lose challange
820,"smart 2: 0, 0.5",1,lose challange
821,"smart 2: 0, 0.5",1,self lose game
822,"smart 2: 4, 0.7",2,lose challange
823,"smart 2: 1, 0.6",3,win challange
824,player q learn attempt,0,lose challange
825,player q learn attempt,0,lose challange
826,player q learn attempt,0,lose challange
827,"smart 2: 0, 0.5",1,lose challange
828,player q learn attempt,0,lose game
829,"smart 2: 1, 0.6",3,win challange
830,"smart 2: 0, 0.5",1,self lose challange
831,"smart 2: 1, 0.6",3,lose challange
832,"smart 2: 0, 0.5",1,self lose challange
833,player q learn attempt,0,lose challange
834,"smart 2: 1, 0.6",3,self lose challange
835,player q learn attempt,0,lose challange
836,player q learn attempt,0,lose challange
837,player q learn attempt,0,lose game
838,"smart 2: 1, 0.6",3,self lose challange
839,"smart 2: 0, 0.5",1,win challange
840,"smart 2: 4, 0.7",2,win challange
841,"smart 2: 0, 0.5",1,lose challange
842,"smart 2: 0, 0.5",1,self lose challange
843,"smart 2: 1, 0.6",3,self lose challange
844,"smart 2: 4, 0.7",2,self lose challange
845,"smart 2: 1, 0.6",3,lose game
846,"smart 2: 4, 0.7",2,self lose challange
847,"smart 2: 4, 0.7",2,self lose challange
848,"smart 2: 0, 0.5",1,self lose challange
849,player q learn attempt,0,lose challange
850,player q learn attempt,0,lose challange
851,"smart 2: 1, 0.6",3,lose challange
852,player q learn attempt,0,lose challange
853,player q learn attempt,0,lose game
854,"smart 2: 4, 0.7",2,self lose challange
855,"smart 2: 0, 0.5",1,lose challange
856,"smart 2: 0, 0.5",1,self lose challange
857,"smart 2: 1, 0.6",3,lose challange
858,"smart 2: 4, 0.7",2,self lose challange
859,"smart 2: 0, 0.5",1,self lose challange
860,"smart 2: 0, 0.5",1,lose game
861,"smart 2: 1, 0.6",3,lose challange
862,"smart 2: 1, 0.6",3,win challange
863,"smart 2: 1, 0.6",3,lose challange
864,player q learn attempt,0,lose challange
865,player q learn attempt,0,win challange
866,"smart 2: 0, 0.5",1,lose challange
867,"smart 2: 0, 0.5",1,lose challange
868,player q learn attempt,0,lose challange
869,player q learn attempt,0,lose challange
870,player q learn attempt,0,lose challange
871,player q learn attempt,0,lose game
872,"smart 2: 0, 0.5",1,self lose challange
873,"smart 2: 1, 0.6",3,lose challange
874,"smart 2: 4, 0.7",2,self lose challange
875,"smart 2: 1, 0.6",3,lose challange
876,"smart 2: 4, 0.7",2,lose challange
877,"smart 2: 0, 0.5",1,self lose challange
878,"smart 2: 4, 0.7",2,self lose challange
879,"smart 2: 0, 0.5",1,lose game
880,"smart 2: 1, 0.6",3,win challange
881,"smart 2: 1, 0.6",3,self lose challange
882,player q learn attempt,0,lose challange
883,"smart 2: 1, 0.6",3,lose challange
884,player q learn attempt,0,lose challange
885,player q learn attempt,0,lose challange
886,player q learn attempt,0,lose game
887,"smart 2: 0, 0.5",1,lose challange
888,"smart 2: 1, 0.6",3,lose challange
889,"smart 2: 0, 0.5",1,self lose challange
890,"smart 2: 1, 0.6",3,win challange
891,"smart 2: 0, 0.5",1,self lose challange
892,player q learn attempt,0,lose challange
893,player q learn attempt,0,lose challange
894,"smart 2: 1, 0.6",3,win challange
895,player q learn attempt,0,lose challange
896,"smart 2: 0, 0.5",1,self lose challange
897,player q learn attempt,0,lose game
898,"smart 2: 1, 0.6",3,self lose challange
899,"smart 2: 0, 0.5",1,win challange
900,"smart 2: 1, 0.6",3,lose challange
901,player q learn attempt,0,win challange
902,"smart 2: 0, 0.5",1,lose challange
903,player q learn attempt,0,lose challange
904,player q learn attempt,0,lose challange
905,"smart 2: 0, 0.5",1,win challange
906,player q learn attempt,0,lose challange
907,player q learn attempt,0,lose game
908,"smart 2: 1, 0.6",3,lose challange
909,"smart 2: 1, 0.6",3,lose challange
910,"smart 2: 1, 0.6",3,lose challange
911,"smart 2: 1, 0.6",3,lose challange
912,"smart 2: 0, 0.5",1,self lose challange
913,player q learn attempt,0,lose challange
914,"smart 2: 4, 0.7",2,lose challange
915,"smart 2: 1, 0.6",3,lose challange
916,player q learn attempt,0,lose challange
917,"smart 2: 0, 0.5",1,self lose challange
918,player q learn attempt,0,lose challange
919,player q learn attempt,0,lose game
920,"smart 2: 1, 0.6",3,lose game
921,"smart 2: 0, 0.5",1,self lose challange
922,"smart 2: 4, 0.7",2,win challange
923,"smart 2: 0, 0.5",1,lose challange
924,player q learn attempt,0,win challange
925,player q learn attempt,0,lose challange
926,player q learn attempt,0,lose challange
927,"smart 2: 0, 0.5",1,self lose challange
928,player q learn attempt,0,lose challange
929,player q learn attempt,0,lose game
930,"smart 2: 1, 0.6",3,lose challange
931,"smart 2: 1, 0.6",3,self lose challange
932,"smart 2: 1, 0.6",3,self lose challange
933,"smart 2: 4, 0.7",2,lose challange
934,"smart 2: 4, 0.7",2,win challange
935,"smart 2: 0, 0.5",1,self lose challange
936,"smart 2: 0, 0.5",1,win challange
937,"smart 2: 1, 0.6",3,win challange
938,player q learn attempt,0,win challange
939,"smart 2: 0, 0.5",1,lose challange
940,player q learn attempt,0,lose challange
941,"smart 2: 0, 0.5",1,lose challange
942,player q learn attempt,0,lose challange
943,"smart 2: 0, 0.5",1,win challange
944,"smart 2: 4, 0.7",2,lose challange
945,"smart 2: 1, 0.6",3,win challange
946,"smart 2: 1, 0.6",3,self lose challange
947,"smart 2: 0, 0.5",1,lose challange
948,player q learn attempt,0,lose challange
949,player q learn attempt,0,lose challange
950,"smart 2: 0, 0.5",1,lose challange
951,"smart 2: 0, 0.5",1,self lose challange
952,player q learn attempt,0,win challange
953,player q learn attempt,0,lose challange
954,player q learn attempt,0,lose challange
955,"smart 2: 0, 0.5",1,win challange
956,player q learn attempt,0,lose challange
957,"smart 2: 1, 0.6",3,self lose challange
958,player q learn attempt,0,lose game
959,"smart 2: 1, 0.6",3,self lose challange
960,"smart 2: 0, 0.5",1,lose challange
961,"smart 2: 0, 0.5",1,self lose challange
962,"smart 2: 4, 0.7",2,lose challange
963,"smart 2: 4, 0.7",2,self lose challange
964,"smart 2: 0, 0.5",1,lose challange
965,"smart 2: 0, 0.5",1,lose game
966,"smart 2: 1, 0.6",3,lose challange
967,"smart 2: 4, 0.7",2,self lose challange
968,player q learn attempt,0,lose challange
969,"smart 2: 1, 0.6",3,lose challange
970,"smart 2: 4, 0.7",2,self lose challange
971,player q learn attempt,0,lose challange
972,"smart 2: 0, 0.5",1,lose challange
973,"smart 2: 4, 0.7",2,self lose challange
974,"smart 2: 0, 0.5",1,lose challange
975,"smart 2: 1, 0.6",3,lose challange
976,"smart 2: 1, 0.6",3,lose challange
977,"smart 2: 4, 0.7",2,self lose challange
978,"smart 2: 0, 0.5",1,win challange
979,"smart 2: 4, 0.7",2,lose game
980,"smart 2: 1, 0.6",3,lose game
981,player q learn attempt,0,win challange
982,"smart 2: 0, 0.5",1,self lose challange
983,player q learn attempt,0,lose challange
984,"smart 2: 1, 0.6",3,win challange
985,player q learn attempt,0,win challange
986,player q learn attempt,0,lose challange
987,"smart 2: 0, 0.5",1,lose challange
988,player q learn attempt,0,lose challange
989,player q learn attempt,0,self lose game
990,player q learn attempt,0,lose challange
991,player q learn attempt,0,lose challange
992,player q learn attempt,0,lose challange
993,player q learn attempt,0,self lose game
994,"smart 2: 0, 0.5",1,self lose challange
995,"smart 2: 1, 0.6",3,win challange
996,player q learn attempt,0,lose challange
997,player q learn attempt,0,lose challange
998,"smart 2: 0, 0.5",1,win challange
999,player q learn attempt,0,lose challange
1000,player q learn attempt,0,self lose game
1001,"smart 2: 4, 0.7",2,lose challange
1002,"smart 2: 4, 0.7",2,self lose challange
1003,"smart 2: 1, 0.6",3,lose challange
1004,"smart 2: 0, 0.5",1,self lose challange
1005,"smart 2: 0, 0.5",1,lose challange
1006,"smart 2: 4, 0.7",2,win challange
1007,"smart 2: 1, 0.6",3,lose challange
1008,"smart 2: 1, 0.6",3,self lose challange
1009,"smart 2: 4, 0.7",2,self lose challange
1010,"smart 2: 1, 0.6",3,lose challange
1011,"smart 2: 1, 0.6",3,lose challange
1012,player q learn attempt,0,lose challange
1013,"smart 2: 1, 0.6",3,lose challange
1014,"smart 2: 1, 0.6",3,self lose game
1015,player q learn attempt,0,lose challange
1016,"smart 2: 4, 0.7",2,self lose challange
1017,"smart 2: 0, 0.5",1,lose challange
1018,player q learn attempt,0,lose challange
1019,"smart 2: 4, 0.7",2,self lose challange
1020,"smart 2: 0, 0.5",1,lose challange
1021,player q learn attempt,0,lose game
1022,"smart 2: 0, 0.5",1,self lose challange
1023,"smart 2: 4, 0.7",2,self lose challange
1024,"smart 2: 0, 0.5",1,win challange
1025,"smart 2: 4, 0.7",2,win challange
1026,"smart 2: 0, 0.5",1,lose challange
1027,player q learn attempt,0,lose challange
1028,player q learn attempt,0,lose challange
1029,player q learn attempt,0,win challange
1030,"smart 2: 0, 0.5",1,self lose challange
1031,player q learn attempt,0,lose challange
1032,"smart 2: 0, 0.5",1,self lose challange
1033,player q learn attempt,0,lose game
1034,"smart 2: 0, 0.5",1,win challange
1035,"smart 2: 4, 0.7",2,win challange
1036,"smart 2: 0, 0.5",1,lose game
1037,"smart 2: 1, 0.6",3,self lose challange
1038,player q learn attempt,0,win challange
1039,player q learn attempt,0,lose challange
1040,player q learn attempt,0,lose challange
1041,"smart 2: 1, 0.6",3,lose challange
1042,player q learn attempt,0,lose challange
1043,player q learn attempt,0,lose game
1044,"smart 2: 0, 0.5",1,lose challange
1045,"smart 2: 1, 0.6",3,lose challange
1046,"smart 2: 1, 0.6",3,self lose challange
1047,"smart 2: 0, 0.5",1,win challange
1048,"smart 2: 1, 0.6",3,lose game
1049,"smart 2: 0, 0.5",1,self lose challange
1050,player q learn attempt,0,lose challange
1051,player q learn attempt,0,lose challange
1052,player q learn attempt,0,win challange
1053,player q learn attempt,0,lose challange
1054,player q learn attempt,0,lose game
1055,"smart 2: 4, 0.7",2,self lose challange
1056,"smart 2: 1, 0.6",3,win challange
1057,"smart 2: 0, 0.5",1,lose challange
1058,"smart 2: 1, 0.6",3,self lose challange
1059,"smart 2: 4, 0.7",2,self lose challange
1060,"smart 2: 4, 0.7",2,self lose challange
1061,"smart 2: 0, 0.5",1,self lose challange
1062,"smart 2: 4, 0.7",2,lose game
1063,"smart 2: 0, 0.5",1,self lose challange
1064,"smart 2: 1, 0.6",3,self lose challange
1065,"smart 2: 1, 0.6",3,self lose challange
1066,"smart 2: 0, 0.5",1,self lose challange
1067,player q learn attempt,0,lose challange
1068,"smart 2: 0, 0.5",1,lose challange
1069,"smart 2: 4, 0.7",2,lose challange
1070,"smart 2: 1, 0.6",3,lose challange
1071,player q learn attempt,0,lose challange
1072,"smart 2: 1, 0.6",3,lose challange
1073,player q learn attempt,0,lose challange
1074,player q learn attempt,0,self lose game
1075,"smart 2: 0, 0.5",1,self lose challange
1076,"smart 2: 1, 0.6",3,lose challange
1077,"smart 2: 4, 0.7",2,win challange
1078,"smart 2: 0, 0.5",1,win challange
1079,"smart 2: 1, 0.6",3,lose game
1080,"smart 2: 0, 0.5",1,self lose challange
1081,player q learn attempt,0,lose challange
1082,player q learn attempt,0,lose challange
1083,player q learn attempt,0,win challange
1084,player q learn attempt,0,lose challange
1085,player q learn attempt,0,self lose game
1086,"smart 2: 0, 0.5",1,win challange
1087,"smart 2: 0, 0.5",1,lose challange
1088,"smart 2: 1, 0.6",3,win challange
1089,"smart 2: 0, 0.5",1,lose challange
1090,"smart 2: 1, 0.6",3,self lose challange
1091,"smart 2: 1, 0.6",3,self lose challange
1092,"smart 2: 4, 0.7",2,win challange
1093,"smart 2: 4, 0.7",2,self lose challange
1094,"smart 2: 0, 0.5",1,lose game
1095,"smart 2: 4, 0.7",2,self lose challange
1096,"smart 2: 4, 0.7",2,self lose challange
1097,"smart 2: 1, 0.6",3,self lose challange
1098,"smart 2: 4, 0.7",2,win challange
1099,player q learn attempt,0,lose challange
1100,"smart 2: 1, 0.6",3,lose challange
1101,player q learn attempt,0,lose challange
1102,"smart 2: 1, 0.6",3,self lose challange
1103,player q learn attempt,0,lose challange
1104,player q learn attempt,0,lose game
1105,"smart 2: 1, 0.6",3,self lose challange
1106,"smart 2: 0, 0.5",1,win challange
1107,"smart 2: 1, 0.6",3,lose game
1108,player q learn attempt,0,lose challange
1109,player q learn attempt,0,lose challange
1110,player q learn attempt,0,lose challange
1111,player q learn attempt,0,win challange
1112,"smart 2: 0, 0.5",1,self lose challange
1113,player q learn attempt,0,lose game
1114,"smart 2: 4, 0.7",2,self lose challange
1115,"smart 2: 1, 0.6",3,win challange
1116,"smart 2: 0, 0.5",1,self lose challange
1117,"smart 2: 0, 0.5",1,self lose challange
1118,"smart 2: 1, 0.6",3,self lose challange
1119,"smart 2: 4, 0.7",2,lose challange
1120,"smart 2: 4, 0.7",2,self lose challange
1121,"smart 2: 0, 0.5",1,lose game
1122,"smart 2: 4, 0.7",2,win challange
1123,player q learn attempt,0,lose challange
1124,"smart 2: 0, 0.5",1,self lose challange
1125,player q learn attempt,0,lose challange
1126,player q learn attempt,0,lose challange
1127,player q learn attempt,0,win challange
1128,player q learn attempt,0,lose game
1129,"smart 2: 0, 0.5",1,lose challange
1130,"smart 2: 0, 0.5",1,self lose challange
1131,"smart 2: 1, 0.6",3,win challange
1132,"smart 2: 0, 0.5",1,win challange
1133,"smart 2: 1, 0.6",3,lose challange
1134,"smart 2: 4, 0.7",2,self lose challange
1135,"smart 2: 0, 0.5",1,lose game
1136,"smart 2: 4, 0.7",2,self lose challange
1137,"smart 2: 1, 0.6",3,self lose challange
1138,"smart 2: 1, 0.6",3,self lose challange
1139,player q learn attempt,0,lose challange
1140,player q learn attempt,0,lose challange
1141,player q learn attempt,0,lose challange
1142,player q learn attempt,0,self lose game
1143,"smart 2: 1, 0.6",3,lose challange
1144,"smart 2: 1, 0.6",3,win challange
1145,"smart 2: 0, 0.5",1,win challange
1146,player q learn attempt,0,lose challange
1147,player q learn attempt,0,lose challange
1148,player q learn attempt,0,lose challange
1149,player q learn attempt,0,win challange
1150,player q learn attempt,0,lose game
1151,"smart 2: 1, 0.6",3,lose challange
1152,"smart 2: 0, 0.5",1,win challange
1153,"smart 2: 1, 0.6",3,self lose challange
1154,"smart 2: 4, 0.7",2,self lose challange
